# index key try_count
0 59537 0
1 52867 0
2 90241 0
3 62056 0
4 166441 0
5 41644 0
6 36625 0
7 53948 0
8 56575 0
9 55787 0
10 33101 0
11 50070 0
12 58014 0
13 35608 0
14 58762 0
15 63347 0
16 106173 0
17 173064 0
18 76343 0
19 36160 0
20 65943 0
21 37331 0
22 49266 0
23 38713 0
24 89417 0
25 129362 0
26 126410 0
27 50082 0
28 60514 0
29 186311 0
30 129597 0
31 54122 0
32 32849 0
33 71937 0
34 91215 0
35 181106 0
36 41071 0
37 63906 0
38 40931 0
39 111254 0
40 33947 0
41 89973 0
42 34914 0
43 70162 0
44 145260 0
45 68609 0
46 33007 0
47 35019 0
48 90118 0
49 77449 0
50 39645 0
51 35242 0
52 68188 0
53 68807 0
54 40560 0
55 61742 0
56 85965 0
57 49440 0
58 87236 0
59 38174 0
60 35684 0
61 33757 0
62 64320 0
63 47770 0
64 55381 0
65 47724 0
66 88692 0
67 138975 0
68 57028 0
69 46768 0
70 66530 0
71 43845 0
72 41223 0
73 33254 0
74 35375 0
75 41933 0
76 73980 0
77 100672 0
78 46345 0
79 45325 0
80 95332 0
81 93598 0
82 40815 0
83 40808 0
84 76373 0
85 35432 0
86 33323 0
87 47162 0
88 37440 0
89 80835 0
90 37319 0
91 66985 0
92 56847 0
93 39910 0
94 67079 0
95 71145 0
96 37951 0
97 46361 0
98 49830 0
99 50046 0
100 40355 0
101 83624 0
102 43099 0
103 34861 0
104 91327 0
105 80963 0
106 40353 0
107 98140 0
108 56491 0
109 53279 0
110 76031 0
111 59322 0
112 43419 0
113 94336 0
114 39866 0
115 43103 0
116 77580 0
117 46168 0
118 86700 0
119 80530 0
120 76805 0
121 81741 0
122 36049 0
123 53952 0
124 51212 0
125 38183 0
126 105875 0
127 79194 0
128 45837 0
129 133423 0
130 79631 0
131 73719 0
132 33032 0
133 52970 0
134 103620 0
135 99527 0
136 40798 0
137 36819 0
138 59510 0
139 48021 0
140 145468 0
141 36574 0
142 56169 0
143 123789 0
144 41345 0
145 53222 0
146 66307 0
147 37355 0
148 38055 0
149 96921 0
150 34193 0
151 101389 0
152 36176 0
153 56924 0
154 68719 0
155 48611 0
156 39432 0
157 118556 0
158 67119 0
159 41544 0
160 59173 0
161 54984 0
162 56016 0
163 39710 0
164 116461 0
165 40979 0
166 40673 0
167 37472 0
168 42879 0
169 51014 0
170 49779 0
171 78900 0
172 49774 0
173 71975 0
174 108416 0
175 55068 0
176 39112 0
177 95090 0
178 109482 0
179 34335 0
180 54065 0
181 37181 0
182 59395 0
183 40332 0
184 38648 0
185 69746 0
186 117917 0
187 63931 0
188 49881 0
189 32846 0
190 48206 0
191 92176 0
192 64436 0
193 53441 0
194 41869 0
195 50265 0
196 45736 0
197 37195 0
198 34590 0
199 34880 0
200 39667 0
201 70799 0
202 62730 0
203 48723 0
204 89905 0
205 45372 0
206 47592 0
207 33592 0
208 34176 0
209 109457 0
210 44571 0
211 103272 0
212 50707 0
213 40729 0
214 56502 0
215 35868 0
216 42171 0
217 75433 0
218 45227 0
219 57618 0
220 71685 0
221 40038 0
222 62188 0
223 84501 0
224 86415 0
225 33176 0
226 66083 0
227 144766 0
228 65376 0
229 67188 0
230 45558 0
231 59732 0
232 108960 0
233 47858 0
234 62295 0
235 60331 0
236 55478 0
237 108966 0
238 48122 0
239 74375 0
240 38530 0
241 105234 0
242 78049 0
243 71428 0
244 39796 0
245 105904 0
246 177260 0
247 117992 0
248 39955 0
249 49240 0
250 83109 0
251 125872 0
252 78903 0
253 67576 0
254 124146 0
255 35980 0
256 110680 0
257 59996 0
258 50530 0
259 34513 0
260 42787 0
261 122599 0
262 113268 0
263 68732 0
264 46906 0
265 37132 0
266 89706 0
267 101036 0
268 84369 0
269 93241 0
270 34099 0
271 73067 0
272 72249 0
273 39913 0
274 116660 0
275 146685 0
276 51855 0
277 45760 0
278 82263 0
279 57914 0
280 64792 0
281 45153 0
282 46095 0
283 160809 0
284 43283 0
285 35199 0
286 57283 0
287 65441 0
288 95358 0
289 42745 0
290 36716 0
291 78736 0
292 42749 0
293 89875 0
294 84505 0
295 65775 0
296 38963 0
297 151368 0
298 48712 0
299 35550 0
300 38912 0
301 32832 0
302 47469 0
303 81396 0
304 55073 0
305 53017 0
306 102047 0
307 150288 0
308 35326 0
309 44286 0
310 33753 0
311 50490 0
312 80159 0
313 59934 0
314 34732 0
315 76951 0
316 38159 0
317 45210 0
318 85785 0
319 127568 0
320 68586 0
321 47137 0
322 76422 0
323 45046 0
324 74227 0
325 53015 0
326 47356 0
327 64354 0
328 92681 0
329 60843 0
330 75123 0
331 108668 0
332 38189 0
333 60945 0
334 43956 0
335 33445 0
336 118550 0
337 67147 0
338 59234 0
339 96606 0
340 105891 0
341 59157 0
342 44699 0
343 43236 0
344 95301 0
345 52013 0
346 40589 0
347 122183 0
348 46131 0
349 35494 0
350 43194 0
351 76186 0
352 96412 0
353 94580 0
354 75002 0
355 46738 0
356 40139 0
357 145513 0
358 46660 0
359 129561 0
360 39058 0
361 68957 0
362 55671 0
363 80518 0
364 98433 0
365 200117 0
366 61207 0
367 108640 0
368 37590 0
369 88467 0
370 74359 0
371 151171 0
372 80143 0
373 33509 0
374 41909 0
375 49252 0
376 64665 0
377 47735 0
378 38842 0
379 46285 0
380 108468 0
381 61144 0
382 37567 0
383 50601 0
384 84541 0
385 68353 0
386 99869 0
387 71986 0
388 117621 0
389 107487 0
390 36437 0
391 52809 0
392 32837 0
393 114998 0
394 78652 0
395 44019 0
396 50532 0
397 40605 0
398 33956 0
399 97246 0
400 70543 0
401 50822 0
402 34449 0
403 67991 0
404 71425 0
405 35643 0
406 67399 0
407 73357 0
408 38969 0
409 62827 0
410 45302 0
411 56046 0
412 98807 0
413 35090 0
414 40865 0
415 43478 0
416 49059 0
417 124379 0
418 70830 0
419 67841 0
420 124801 0
421 39656 0
422 86863 0
423 138795 0
424 37803 0
425 60911 0
426 86915 0
427 66398 0
428 159251 0
429 106639 0
430 107618 0
431 90160 0
432 55859 0
433 53924 0
434 35388 0
435 73684 0
436 80162 0
437 40022 0
438 92895 0
439 98231 0
440 33863 0
441 45798 0
442 65999 0
443 59942 0
444 63542 0
445 74350 0
